question,ideal_answer,student_answer,label,subject,keywords
What is consistency hashing?,Consistency hashing distributes data across nodes minimizing rearrangement during scaling.,Consistency hashing distributes data across n...,0.6,DBMS,"distributed, hashing, minimal rearrangement, scalable, nodes"
What is consistency hashing?,Consistency hashing distributes data across nodes minimizing rearrangement during scaling.,I don't understand the dbms concept of what.,0.2,DBMS,"distributed, hashing, minimal rearrangement, scalable, nodes"
Define B-tree index,"B-tree is a balanced tree structure enabling efficient search, insertion, and deletion.","B-tree is a balanced tree structure enabling efficient search, insertion, and deletion.",1.0,DBMS,"balanced, tree, search, insertion, deletion, efficiency"
Define B-tree index,"B-tree is a balanced tree structure enabling efficient search, insertion, and deletion.",B-tree is a balanced tree structure enablin...,0.6,DBMS,"balanced, tree, search, insertion, deletion, efficiency"
Define B-tree index,"B-tree is a balanced tree structure enabling efficient search, insertion, and deletion.",I don't understand the dbms concept of define.,0.2,DBMS,"balanced, tree, search, insertion, deletion, efficiency"
Explain LSM tree,LSM tree (Log-Structured Merge) optimizes writes by combining sequential and in-memory structures.,LSM tree (Log-Structured Merge) optimizes writes by combining sequential and in-memory structures.,1.0,DBMS,"log-structured, writes, optimization, levels, compaction"
Explain LSM tree,LSM tree (Log-Structured Merge) optimizes writes by combining sequential and in-memory structures.,LSM tree (Log-Structured Merge) optimizes writes ...,0.6,DBMS,"log-structured, writes, optimization, levels, compaction"
Explain LSM tree,LSM tree (Log-Structured Merge) optimizes writes by combining sequential and in-memory structures.,I don't understand the dbms concept of explain.,0.2,DBMS,"log-structured, writes, optimization, levels, compaction"
What is columnar storage?,"Columnar storage organizes data by columns rather than rows, enabling efficient analytics.","Columnar storage organizes data by columns rather than rows, enabling efficient analytics.",1.0,DBMS,"column-oriented, analytics, compression, efficient, OLAP"
What is columnar storage?,"Columnar storage organizes data by columns rather than rows, enabling efficient analytics.",Columnar storage organizes data by columns ra...,0.6,DBMS,"column-oriented, analytics, compression, efficient, OLAP"
What is columnar storage?,"Columnar storage organizes data by columns rather than rows, enabling efficient analytics.",I don't understand the dbms concept of what.,0.2,DBMS,"column-oriented, analytics, compression, efficient, OLAP"
Define write-ahead logging,Write-ahead logging (WAL) ensures durability by recording changes before database modifications.,Write-ahead logging (WAL) ensures durability by recording changes before database modifications.,1.0,DBMS,"WAL, recovery, durability, changes, crash"
Define write-ahead logging,Write-ahead logging (WAL) ensures durability by recording changes before database modifications.,Write-ahead logging (WAL) ensures durability by ...,0.6,DBMS,"WAL, recovery, durability, changes, crash"
Define write-ahead logging,Write-ahead logging (WAL) ensures durability by recording changes before database modifications.,I don't understand the dbms concept of define.,0.2,DBMS,"WAL, recovery, durability, changes, crash"
Explain two-phase commit,Two-phase commit ensures atomic transactions across distributed databases.,Two-phase commit ensures atomic transactions across distributed databases.,1.0,DBMS,"distributed transaction, atomic, coordination, all-or-nothing"
Explain two-phase commit,Two-phase commit ensures atomic transactions across distributed databases.,Two-phase commit ensures atomic trans...,0.6,DBMS,"distributed transaction, atomic, coordination, all-or-nothing"
Explain two-phase commit,Two-phase commit ensures atomic transactions across distributed databases.,I don't understand the dbms concept of explain.,0.2,DBMS,"distributed transaction, atomic, coordination, all-or-nothing"
What is CAP theorem?,"CAP theorem states that distributed systems can guarantee at most two of: Consistency, Availability, Partition tolerance.","CAP theorem states that distributed systems can guarantee at most two of: Consistency, Availability, Partition tolerance.",1.0,DBMS,"consistency, availability, partition tolerance, tradeoff, distributed"
What is CAP theorem?,"CAP theorem states that distributed systems can guarantee at most two of: Consistency, Availability, Partition tolerance.",CAP theorem states that distributed systems can guarantee at...,0.6,DBMS,"consistency, availability, partition tolerance, tradeoff, distributed"
What is CAP theorem?,"CAP theorem states that distributed systems can guarantee at most two of: Consistency, Availability, Partition tolerance.",I don't understand the dbms concept of what.,0.2,DBMS,"consistency, availability, partition tolerance, tradeoff, distributed"
Define MVCC,MVCC (Multi-Version Concurrency Control) maintains multiple versions for concurrent read/write access.,MVCC (Multi-Version Concurrency Control) maintains multiple versions for concurrent read/write access.,1.0,DBMS,"multi-version, concurrency, isolation, snapshot, readers"
Define MVCC,MVCC (Multi-Version Concurrency Control) maintains multiple versions for concurrent read/write access.,MVCC (Multi-Version Concurrency Control) maintains ...,0.6,DBMS,"multi-version, concurrency, isolation, snapshot, readers"
Define MVCC,MVCC (Multi-Version Concurrency Control) maintains multiple versions for concurrent read/write access.,I don't understand the dbms concept of define.,0.2,DBMS,"multi-version, concurrency, isolation, snapshot, readers"
What is operating system?,"An Operating System is system software that manages computer hardware and software resources, providing common services for computer programs. It handles process scheduling, memory management, file systems, and user interfaces. The OS acts as an intermediary between users and computer hardware.","An Operating System is system software that manages computer hardware and software resources, providing common services for computer programs. It handles process scheduling, memory management, file systems, and user interfaces. The OS acts as an intermediary between users and computer hardware.",1.0,OS,"system software, hardware, resource management, interface, control"
What is operating system?,"An Operating System is system software that manages computer hardware and software resources, providing common services for computer programs. It handles process scheduling, memory management, file systems, and user interfaces. The OS acts as an intermediary between users and computer hardware.","An Operating System is system software that manages computer hardware and software resources, providing common services for computer programs. It h...",0.6,OS,"system software, hardware, resource management, interface, control"
